Genome Name,Accession,PATRIC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2572,,,,"Methionine gamma-lyase (EC 4.4.1.11)",PATRIC,"Selenoamino acid metabolism","Methionine gamma-lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2588,,,,"Cystathionine beta-lyase, type II (EC 4.4.1.8)",PATRIC,"Selenoamino acid metabolism","Cystathionine beta-lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2612,,,,"3-(3-hydroxyphenyl)propanoate hydroxylase (EC 1.14.13.127)",PATRIC,"Phenylalanine metabolism","3-(3-hydroxy-phenyl)propanoic acid hydroxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2656,,,,"Phosphoserine phosphatase (EC 3.1.3.3)",PATRIC,"Glycine, serine and threonine metabolism","Phosphoserine phosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2683,,,,"Lactoylglutathione lyase (EC 4.4.1.5)",PATRIC,"Pyruvate metabolism","Lactoylglutathione lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2706,,,,"Lactoylglutathione lyase (EC 4.4.1.5)",PATRIC,"Pyruvate metabolism","Lactoylglutathione lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2745,,,,"4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.14.9)",PATRIC,"Tyrosine metabolism","4-hydroxyphenylacetate 3-monooxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2750,,,,"2-ketogluconate kinase (EC 2.7.1.13)",PATRIC,"Pentose phosphate pathway","Dehydrogluconokinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2886,,,,"Alkyldihydroxyacetonephosphate synthase (EC 2.5.1.26)",PATRIC,"Ether lipid metabolism","Alkylglycerone-phosphate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2887,,,,"Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)",PATRIC,"Glycerophospholipid metabolism","Glycerol-3-phosphate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2931,,,,"Thiol peroxidase, Tpx-type (EC 1.11.1.15)",PATRIC,"Glutathione metabolism","Peroxiredoxin"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2946,,,,"1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)",PATRIC,"Starch and sucrose metabolism","1,4-alpha-glucan branching enzyme"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.2955,,,,"Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)",PATRIC,"Starch and sucrose metabolism","Starch synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3004,,,,"Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)",PATRIC,"Pentose phosphate pathway","Glucose-6-phosphate dehydrogenase (NADP(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3081,,,,"Acyl-CoA dehydrogenase (EC 1.3.8.1) => Isobutyryl-CoA specific",PATRIC,"Valine, leucine and isoleucine degradation","Short-chain acyl-CoA dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3266,,,,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)",PATRIC,"Lysine biosynthesis","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3462,,,,"2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58)",PATRIC,"Biosynthesis of siderophore group nonribosomal peptides","(2,3-dihydroxybenzoyl)adenylate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3473,,,,"Respiratory nitrate reductase beta chain (EC 1.7.99.4)",PATRIC,"Nitrogen metabolism","Nitrate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3499,,,,"Nitrite reductase (EC 1.7.2.1)",PATRIC,"Nitrogen metabolism","Nitrite reductase (NO-forming)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3563,,,,"NAD kinase (EC 2.7.1.23)",PATRIC,"Nicotinate and nicotinamide metabolism","NAD(+) kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3598,,,,"Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9), FabV => refractory to triclosan",PATRIC,"Fatty acid biosynthesis","Enoyl-[acyl-carrier-protein] reductase (NADH)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3707,,,,"D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)",PATRIC,"Methane metabolism","Phosphoglycerate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3739,,,,"Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)",PATRIC,"Streptomycin biosynthesis","Inositol 2-dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3743,,,,"Inosose dehydratase (EC 4.2.1.44)",PATRIC,"Inositol phosphate metabolism","Myo-inosose-2 dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3786,,,,"Arginine N-succinyltransferase, alpha subunit (EC 2.3.1.109)",PATRIC,"Arginine and proline metabolism","Arginine N-succinyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3852,,,,"2,3-butanediol dehydrogenase, R-alcohol forming, (R)- and (S)-acetoin-specific (EC 1.1.1.4)",PATRIC,"Butanoate metabolism","(R,R)-butanediol dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3890,,,,"Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)",PATRIC,"Valine, leucine and isoleucine degradation","3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3892,,,,"Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)",PATRIC,"Valine, leucine and isoleucine degradation","Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.3970,,,,"Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)",PATRIC,"Nicotinate and nicotinamide metabolism","Nicotinate-nucleotide adenylyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4014,,,,"L-2-hydroxyglutarate oxidase (EC 1.1.3.15)",PATRIC,"Glyoxylate and dicarboxylate metabolism","(S)-2-hydroxy-acid oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4049,,,,"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)",PATRIC,"Selenoamino acid metabolism","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4071,,,,"Valyl-tRNA synthetase (EC 6.1.1.9)",PATRIC,"Aminoacyl-tRNA biosynthesis","Valine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4112,,,,"5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)",PATRIC,"Selenoamino acid metabolism","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4186,,,,"Diaminopimelate decarboxylase (EC 4.1.1.20)",PATRIC,"Lysine biosynthesis","Diaminopimelate decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4209,,,,"Histidyl-tRNA synthetase (EC 6.1.1.21)",PATRIC,"Aminoacyl-tRNA biosynthesis","Histidine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4218,,,,"Porphobilinogen synthase (EC 4.2.1.24)",PATRIC,"Porphyrin and chlorophyll metabolism","Porphobilinogen synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4286,,,,"Carbonic anhydrase, beta class (EC 4.2.1.1)",PATRIC,"Nitrogen metabolism","Carbonate dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4310,,,,"NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12) for arsenate detoxification",PATRIC,"Glycolysis / Gluconeogenesis","Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4420,,,,"GTP cyclohydrolase I (EC 3.5.4.16) type 1",PATRIC,"Folate biosynthesis","GTP cyclohydrolase I"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4455,,,,"3-(3-hydroxyphenyl)propanoate hydroxylase (EC 1.14.13.127)",PATRIC,"Phenylalanine metabolism","3-(3-hydroxy-phenyl)propanoic acid hydroxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4471,,,,"Threonyl-tRNA synthetase (EC 6.1.1.3)",PATRIC,"Aminoacyl-tRNA biosynthesis","Threonine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4479,,,,"Ribokinase (EC 2.7.1.15)",PATRIC,"Pentose phosphate pathway","Ribokinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4493,,,,"Chitinase (EC 3.2.1.14)",PATRIC,"Amino sugar and nucleotide sugar metabolism","Chitinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4513,,,,"Phosphoribosylanthranilate isomerase (EC 5.3.1.24)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phosphoribosylanthranilate isomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4600,,,,"Serine-protein kinase RsbW (EC 2.7.11.1)",PATRIC,"mTOR signaling pathway","Non-specific serine/threonine protein kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4614,,,,"Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)",PATRIC,"Glycerophospholipid metabolism","Glycerophosphodiester phosphodiesterase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4642,,,,"Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)",PATRIC,"Vitamin B6 metabolism","4-phosphoerythronate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4657,,,,"Cytochrome c oxidase (cbb3-type) subunit CcoQ (EC 1.9.3.1)",PATRIC,"Nitrogen metabolism","Cytochrome-c oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4684,,,,"Putative cryptic D-serine deaminase (EC 4.3.1.18)",PATRIC,"Glycine, serine and threonine metabolism","D-serine ammonia-lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4735,,,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)",PATRIC,"Fatty acid metabolism","Long-chain-fatty-acid--CoA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4743,,,,"D-malate dehydrogenase [decarboxylating] (EC 1.1.1.83)",PATRIC,"Butanoate metabolism","D-malate dehydrogenase (decarboxylating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4748,,,,"Aerobic cobaltochelatase CobN subunit (EC 6.6.1.2)",PATRIC,"Porphyrin and chlorophyll metabolism","Cobaltochelatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4891,,,,"Kynureninase (EC 3.7.1.3)",PATRIC,"Tryptophan metabolism","Kynureninase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4902,,,,"Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD",PATRIC,"Glyoxylate and dicarboxylate metabolism","Glycolate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4952,,,,"1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate dehydrogenase (EC 1.3.1.25)",PATRIC,"Fluorobenzoate degradation","1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4958,,,,"Muconolactone isomerase (EC 5.3.3.4)",PATRIC,"Benzoate degradation via hydroxylation","Muconolactone Delta-isomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4973,,,,"Seryl-tRNA synthetase (EC 6.1.1.11)",PATRIC,"Aminoacyl-tRNA biosynthesis","Serine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.4998,,,,"NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)",PATRIC,"Nitrogen metabolism","NADH:ubiquinone reductase (H(+)-translocating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5010,,,,"Glutaminyl-tRNA synthetase (EC 6.1.1.18)",PATRIC,"Aminoacyl-tRNA biosynthesis","Glutamine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5033,,,,"Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)",PATRIC,"Valine, leucine and isoleucine degradation","Methylcrotonoyl-CoA carboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5088,,,,"Shikimate 5-dehydrogenase I gamma (EC 1.1.1.25)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Shikimate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5103,,,,"6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)",PATRIC,"Folate biosynthesis","6-carboxytetrahydropterin synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5134,,,,"Phosphatidylcholine synthase (EC 2.7.8.24)",PATRIC,"Glycerophospholipid metabolism","Phosphatidylcholine synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5238,,,,"Pyoverdin biosynthesis protein PvdH, L-2,4-diaminobutyrate:2-oxoglutarate aminotransferase (EC 2.6.1.76)",PATRIC,"Glycine, serine and threonine metabolism","Diaminobutyrate--2-oxoglutarate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5309,,,,"Thiopurine S-methyltransferase (EC 2.1.1.67)",PATRIC,"Drug metabolism - other enzymes","Thiopurine S-methyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5386,,,,"S-methyl-5-thioribose-1-phosphate isomerase (EC 5.3.1.23)",PATRIC,"Cysteine and methionine metabolism","S-methyl-5-thioribose-1-phosphate isomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5421,,,,"Chorismate synthase (EC 4.2.3.5)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","Chorismate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5429,,,,"GTP cyclohydrolase I (EC 3.5.4.16) type 1",PATRIC,"Folate biosynthesis","GTP cyclohydrolase I"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5491,,,,"Cobalamin synthase (EC 2.7.8.26)",PATRIC,"Porphyrin and chlorophyll metabolism","Adenosylcobinamide-GDP ribazoletransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5493,,,,"Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)",PATRIC,"Porphyrin and chlorophyll metabolism","Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5522,,,,"D-lactate dehydrogenase (EC 1.1.1.28)",PATRIC,"Pyruvate metabolism","D-lactate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5573,,,,"Aspartokinase (EC 2.7.2.4)",PATRIC,"Cysteine and methionine metabolism","Aspartate kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5577,,,,"Succinylglutamate desuccinylase (EC 3.5.1.96)",PATRIC,"Arginine and proline metabolism","Succinylglutamate desuccinylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5579,,,,"Succinylarginine dihydrolase (EC 3.5.3.23)",PATRIC,"Arginine and proline metabolism","N-succinylarginine dihydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5581,,,,"Arginine N-succinyltransferase, beta subunit (EC 2.3.1.109)",PATRIC,"Arginine and proline metabolism","Arginine N-succinyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5582,,,,"Arginine N-succinyltransferase, alpha subunit (EC 2.3.1.109)",PATRIC,"Arginine and proline metabolism","Arginine N-succinyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5583,,,,"Succinylornithine transaminase (EC 2.6.1.81)",PATRIC,"Arginine and proline metabolism","Succinylornithine transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5662,,,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)",PATRIC,"Fatty acid metabolism","Long-chain-fatty-acid--CoA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5663,,,,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)",PATRIC,"Fatty acid metabolism","Long-chain-fatty-acid--CoA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5683,,,,"N-acylglucosamine 2-epimerase (EC 5.1.3.8)",PATRIC,"Amino sugar and nucleotide sugar metabolism","N-acylglucosamine 2-epimerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5687,,,,"Phosphogluconate dehydratase (EC 4.2.1.12)",PATRIC,"Pentose phosphate pathway","Phosphogluconate dehydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5688,,,,"NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)",PATRIC,"Glycolysis / Gluconeogenesis","Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5699,,,,"Arginine deiminase (EC 3.5.3.6)",PATRIC,"Arginine and proline metabolism","Arginine deiminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5791,,,,"7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)",PATRIC,"Folate biosynthesis","7-carboxy-7-deazaguanine synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5813,,,,"2-dehydropantoate 2-reductase (EC 1.1.1.169)",PATRIC,"Pantothenate and CoA biosynthesis","2-dehydropantoate 2-reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5840,,,,"Fumarate hydratase class I, aerobic (EC 4.2.1.2)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Fumarate hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5902,,,,"Ornithine carbamoyltransferase (EC 2.1.3.3)",PATRIC,"Arginine and proline metabolism","Ornithine carbamoyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5952,,,,"Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)",PATRIC,"Pentose phosphate pathway","Quinoprotein glucose dehydrogenase (PQQ, quinone)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6085,,,,"Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)",PATRIC,"Betalain biosynthesis","With oxygen as acceptor"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6086,,,,"Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)",PATRIC,"Betalain biosynthesis","With oxygen as acceptor"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6087,,,,"Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)",PATRIC,"Betalain biosynthesis","With oxygen as acceptor"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6137,,,,"Tryptophanyl-tRNA synthetase (EC 6.1.1.2)",PATRIC,"Aminoacyl-tRNA biosynthesis","Tryptophan--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6174,,,,"Uracil phosphoribosyltransferase (EC 2.4.2.9)",PATRIC,"Pyrimidine metabolism","Uracil phosphoribosyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6191,,,,"Glutamate racemase (EC 5.1.1.3)",PATRIC,"D-Glutamine and D-glutamate metabolism","Glutamate racemase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6212,,,,"lysine N6-hydroxylase( EC:1.14.13.59 )",PATRIC,"Lysine degradation","L-lysine N(6)-monooxygenase (NADPH)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6250,,,,"Adenylylsulfate kinase (EC 2.7.1.25)",PATRIC,"Purine metabolism","Adenylyl-sulfate kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6318,,,,"Acetolactate synthase small subunit (EC 2.2.1.6)",PATRIC,"Butanoate metabolism","Acetolactate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6340,,,,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)",PATRIC,"Folate biosynthesis","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6343,,,,"Pantoate--beta-alanine ligase (EC 6.3.2.1)",PATRIC,"beta-Alanine metabolism","Pantoate--beta-alanine ligase (AMP-forming)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6353,,,,"Dephospho-CoA kinase (EC 2.7.1.24)",PATRIC,"Pantothenate and CoA biosynthesis","Dephospho-CoA kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6370,,,,"Glycine oxidase ThiO (EC 1.4.3.19)",PATRIC,"Thiamine metabolism","Glycine oxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6380,,,,"Isoleucyl-tRNA synthetase (EC 6.1.1.5)",PATRIC,"Aminoacyl-tRNA biosynthesis","Isoleucine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6389,,,,"Nonaprenyl diphosphate synthase (geranyl-diphosphate specific) (EC 2.5.1.84)",PATRIC,"Terpenoid backbone biosynthesis","All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6482,,,,"Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF",PATRIC,"Glyoxylate and dicarboxylate metabolism","Glycolate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6483,,,,"Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE",PATRIC,"Glyoxylate and dicarboxylate metabolism","Glycolate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6486,,,,"Chorismate--pyruvate lyase (EC 4.1.3.40)",PATRIC,"Ubiquinone and other terpenoid-quinone biosynthesis","Chorismate lyase"
