Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6832",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7242872.7243684.rev","PATRIC","CDS",7242872,7243684,813,"-",,"PLF_286_00006196","PGF_02931312",,270,,"Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6833",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7243677.7244408.rev","PATRIC","CDS",7243677,7244408,732,"-",,"PLF_286_00361970","PGF_00404496",,243,,"Pimeloyl-[acyl-carrier protein] methyl ester esterase BioH (EC 3.1.1.85)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6834",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7244401.7245579.rev","PATRIC","CDS",7244401,7245579,1179,"-",,"PLF_286_00000815","PGF_07541421",,392,,"8-amino-7-oxononanoate synthase (EC 2.3.1.47)","GO:0008710|8-amino-7-oxononanoate synthase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6835",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7245721.7246776.rev","PATRIC","CDS",7245721,7246776,1056,"-",,"PLF_286_00000599","PGF_01400330",,351,,"Biotin synthase (EC 2.8.1.6)","GO:0004076|biotin synthase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6836",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7246869.7247609.fwd","PATRIC","CDS",7246869,7247609,741,"+",,"PLF_286_00015361","PGF_07275226",,246,,"Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6837",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7247674.7248438.fwd","PATRIC","CDS",7247674,7248438,765,"+",,"PLF_286_00006118","PGF_07478126",,254,,"DNA-binding domain of ModE / Molybdate-binding domain of ModE",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6838",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7248545.7250446.fwd","PATRIC","CDS",7248545,7250446,1902,"+",,"PLF_286_00006550","PGF_04872865",,633,,"Putative phosphatase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.661",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.724873.726552.rev","PATRIC","CDS",724873,726552,1680,"-",,"PLF_286_00001210","PGF_00034647",,559,,"Polyhydroxyalkanoic acid synthase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6839",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7250574.7251548.fwd","PATRIC","CDS",7250574,7251548,975,"+",,"PLF_286_00000434","PGF_00067361",,324,,"YihE protein, required for LPS synthesis",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.65",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.72511.72936.fwd","PATRIC","CDS",72511,72936,426,"+",,"PLF_286_00014415","PGF_00258383",,141,,"FIG00964469: hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6840",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7251653.7252540.fwd","PATRIC","CDS",7251653,7252540,888,"+",,"PLF_286_00172177","PGF_05091456",,295,,"Uncharacterized inner membrane protein RarD",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6841",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7252766.7253284.rev","PATRIC","CDS",7252766,7253284,519,"-",,"PLF_286_00276933","PGF_03063421",,172,,"GcvR-like protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6842",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7253757.7255934.fwd","PATRIC","CDS",7253757,7255934,2178,"+",,"PLF_286_00000044","PGF_00018965",,725,,"Malate synthase G (EC 2.3.3.9)","GO:0004474|malate synthase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6843",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7256011.7256457.rev","PATRIC","CDS",7256011,7256457,447,"-",,"PLF_286_00008515","PGF_00047837",,148,,"Response regulator",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6844",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7256768.7258702.fwd","PATRIC","CDS",7256768,7258702,1935,"+",,"PLF_286_00007500","PGF_01054812",,644,,"Predicted signal-transduction protein containing cAMP-binding and CBS domains",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6845",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7258699.7259406.fwd","PATRIC","CDS",7258699,7259406,708,"+",,"PLF_286_00008706","PGF_00425066",,235,,"Exonuclease",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6846",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7259556.7260074.fwd","PATRIC","CDS",7259556,7260074,519,"+",,"PLF_286_00037465","PGF_00896280",,172,,"RNA polymerase ECF-type sigma factor",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6847",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7260071.7261048.fwd","PATRIC","CDS",7260071,7261048,978,"+",,"PLF_286_00006491","PGF_00466720",,325,,"Putative transmembrane sensor",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6848",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7261203.7263632.fwd","PATRIC","CDS",7261203,7263632,2430,"+",,"PLF_286_00007902","PGF_02920575",,809,,"Ferrichrome-iron receptor @ Ferric siderophore receptor, TonB dependent",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6849",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7263695.7264816.fwd","PATRIC","CDS",7263695,7264816,1122,"+",,"PLF_286_00006305","PGF_01057531",,373,,"putative iron-regulated membrane protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6850",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7264979.7265401.rev","PATRIC","CDS",7264979,7265401,423,"-",,"PLF_286_00028297","PGF_10159926",,140,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6851",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7265507.7266133.fwd","PATRIC","CDS",7265507,7266133,627,"+",,"PLF_286_00008851","PGF_05646459",,208,,"Glutathione S-transferase family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.662",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.726589.726777.fwd","PATRIC","CDS",726589,726777,189,"+",,,,,62,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6852",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7266299.7267675.rev","PATRIC","CDS",7266299,7267675,1377,"-",,"PLF_286_00007484","PGF_00014116",,458,,"Inner membrane protein CreD",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6853",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7267811.7269229.rev","PATRIC","CDS",7267811,7269229,1419,"-",,"PLF_286_00001468","PGF_00050981",,472,,"Sensory histidine kinase CreC of two-component signal transduction system CreBC",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.663",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.726809.727186.rev","PATRIC","CDS",726809,727186,378,"-",,"PLF_286_00006660","PGF_00000936",,125,,"FIG00899427: hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6854",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7269229.7269912.rev","PATRIC","CDS",7269229,7269912,684,"-",,"PLF_286_00007304","PGF_00047896",,227,,"Response regulator CreB of two-component signal transduction system CreBC",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6855",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7270005.7270505.rev","PATRIC","CDS",7270005,7270505,501,"-",,"PLF_286_00087892","PGF_00717788",,166,,"Ribosomal protein S6--L-glutamate ligase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6856",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7270737.7271531.fwd","PATRIC","CDS",7270737,7271531,795,"+",,"PLF_286_00062848","PGF_12844607",,264,,"1H-3-hydroxy-4-oxoquinaldine 2,4-dioxygenase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6857",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7271546.7272685.fwd","PATRIC","CDS",7271546,7272685,1140,"+",,"PLF_286_00047426","PGF_06267880",,379,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6858",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7272713.7273717.rev","PATRIC","CDS",7272713,7273717,1005,"-",,"PLF_286_00124409","PGF_10442566",,334,,"benABC operon transcriptional activator BenR",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.664",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.727326.728669.rev","PATRIC","CDS",727326,728669,1344,"-",,"PLF_286_00000817","PGF_00019038",,447,,"ATP-dependent hsl protease ATP-binding subunit HslU",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6859",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7273926.7274801.rev","PATRIC","CDS",7273926,7274801,876,"-",,"PLF_286_00229036","PGF_12722782",,291,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6860",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7274833.7274955.rev","PATRIC","CDS",7274833,7274955,123,"-",,"PLF_286_00406789","PGF_12416780",,40,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6861",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7275034.7275921.fwd","PATRIC","CDS",7275034,7275921,888,"+",,"PLF_286_00006077","PGF_00036928",,295,,"Probable acyltransferase YihG",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6862",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7275953.7276459.rev","PATRIC","CDS",7275953,7276459,507,"-",,"PLF_286_00005577","PGF_00066184",,168,,"Urea channel UreI",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6863",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7276492.7277082.rev","PATRIC","CDS",7276492,7277082,591,"-",,"PLF_286_00004107","PGF_00062159",,196,,"Two component response regulator associated with urea and amide use",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6864",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7277079.7278236.rev","PATRIC","CDS",7277079,7278236,1158,"-",,"PLF_286_00002823","PGF_00043489",,385,,"Possible regulatory protein similar to urea ABC transporter, substrate binding protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6865",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7278263.7279381.rev","PATRIC","CDS",7278263,7279381,1119,"-",,"PLF_286_00002713","PGF_00019362",,372,,"ATP-dependent protease ATP-binding subunit-like protein amiB",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6866",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7279462.7280502.rev","PATRIC","CDS",7279462,7280502,1041,"-",,"PLF_286_00002059","PGF_00847718",,346,,"Aliphatic amidase AmiE (EC 3.5.1.4)","GO:0004040|amidase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6867",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7280817.7281974.rev","PATRIC","CDS",7280817,7281974,1158,"-",,"PLF_286_00011295","PGF_00008502",,385,,"Putative acid--amine ligase YgiC",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6868",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7281971.7282759.rev","PATRIC","CDS",7281971,7282759,789,"-",,"PLF_286_00069323","PGF_08225224",,262,,"Predicted integral membrane protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6869",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7282770.7283198.rev","PATRIC","CDS",7282770,7283198,429,"-",,"PLF_286_00050313","PGF_00349986",,142,,"Membrane protein with DUF350 domain",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6870",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7283304.7283870.rev","PATRIC","CDS",7283304,7283870,567,"-",,"PLF_286_00061465","PGF_08225224",,188,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6871",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7284082.7284675.fwd","PATRIC","CDS",7284082,7284675,594,"+",,"PLF_286_00041087","PGF_09735717",,197,,"Secreted and surface protein containing fasciclin-like repeats",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6872",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7284772.7285374.fwd","PATRIC","CDS",7284772,7285374,603,"+",,"PLF_286_00122922","PGF_08150491",,200,,"RNA polymerase sigma-70 factor",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6873",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7285371.7286045.fwd","PATRIC","CDS",7285371,7286045,675,"+",,"PLF_286_00364367","PGF_10523690",,224,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6874",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7286186.7286755.fwd","PATRIC","CDS",7286186,7286755,570,"+",,"PLF_286_00157381","PGF_10422867",,189,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6875",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7286981.7288180.rev","PATRIC","CDS",7286981,7288180,1200,"-",,"PLF_286_00001307","PGF_00008480",,399,,"Glutathione-independent formaldehyde dehydrogenase (EC 1.2.1.46)","GO:0018467|formaldehyde dehydrogenase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.665",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.728748.729278.rev","PATRIC","CDS",728748,729278,531,"-",,"PLF_286_00000915","PGF_00019428",,176,,"ATP-dependent protease subunit HslV (EC 3.4.25.2)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6876",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7288348.7289205.rev","PATRIC","CDS",7288348,7289205,858,"-",,"PLF_286_00001120","PGF_00006320",,285,,"Formyltetrahydrofolate deformylase (EC 3.5.1.10)","GO:0008864|formyltetrahydrofolate deformylase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6877",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7289313.7289945.rev","PATRIC","CDS",7289313,7289945,633,"-",,"PLF_286_00006078","PGF_00050062",,210,,"Sarcosine oxidase gamma subunit (EC 1.5.3.1)","GO:0008115|sarcosine oxidase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6878",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7290076.7293093.rev","PATRIC","CDS",7290076,7293093,3018,"-",,"PLF_286_00000668","PGF_00050048",,1005,,"Sarcosine oxidase alpha subunit (EC 1.5.3.1)","GO:0008115|sarcosine oxidase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6879",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7293090.7293392.rev","PATRIC","CDS",7293090,7293392,303,"-",,"PLF_286_00001169","PGF_00050059",,100,,"Sarcosine oxidase delta subunit (EC 1.5.3.1)","GO:0008115|sarcosine oxidase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6880",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7293417.7294667.rev","PATRIC","CDS",7293417,7294667,1251,"-",,"PLF_286_00001108","PGF_00050055",,416,,"Sarcosine oxidase beta subunit (EC 1.5.3.1)","GO:0008115|sarcosine oxidase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.66",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.72946.77394.fwd","PATRIC","CDS",72946,77394,4449,"+",,"PLF_286_00218312","PGF_08225224",,1482,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6881",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7294691.7295944.rev","PATRIC","CDS",7294691,7295944,1254,"-",,"PLF_286_00000002","PGF_05622318",,417,,"Serine hydroxymethyltransferase (EC 2.1.2.1)","GO:0004372|glycine hydroxymethyltransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.666",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.729473.730180.rev","PATRIC","CDS",729473,730180,708,"-",,"PLF_286_00005945","PGF_00416903",,235,,"Cell division protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6882",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7296841.7297104.fwd","PATRIC","CDS",7296841,7297104,264,"+",,"PLF_286_00435803","PGF_12898969",,87,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6883",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7297144.7297896.rev","PATRIC","CDS",7297144,7297896,753,"-",,"PLF_286_00008520","PGF_00057378",,250,,"TraX family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6884",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7298012.7299052.fwd","PATRIC","CDS",7298012,7299052,1041,"+",,"PLF_286_00000417","PGF_08929609",,346,,"Low-specificity L-threonine aldolase (EC 4.1.2.48)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6885",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7299222.7300667.fwd","PATRIC","CDS",7299222,7300667,1446,"+",,"PLF_286_00007011","PGF_00577820",,481,,"Cytosine/purine/uracil/thiamine/allantoin permease family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6886",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7300664.7301488.fwd","PATRIC","CDS",7300664,7301488,825,"+",,"PLF_286_00006392","PGF_00069512",,274,,"carbon-nitrogen hydrolase family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6887",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7301558.7302658.rev","PATRIC","CDS",7301558,7302658,1101,"-",,"PLF_286_00001131","PGF_00007230",,366,,"GbcB Glycine betaine demethylase subunit B",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.667",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.730182.731918.rev","PATRIC","CDS",730182,731918,1737,"-",,"PLF_286_00000345","PGF_00926109",,578,,"Arginyl-tRNA synthetase (EC 6.1.1.19)","GO:0004814|arginine-tRNA ligase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6888",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7302950.7304242.fwd","PATRIC","CDS",7302950,7304242,1293,"+",,"PLF_286_00001103","PGF_00007227",,430,,"GbcA Glycine betaine demethylase subunit A",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6889",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7304370.7305659.rev","PATRIC","CDS",7304370,7305659,1290,"-",,"PLF_286_00014675","PGF_08225224",,429,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6890",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7305706.7307574.rev","PATRIC","CDS",7305706,7307574,1869,"-",,"PLF_286_00090844","PGF_08225224",,622,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6891",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7307633.7311085.rev","PATRIC","CDS",7307633,7311085,3453,"-",,"PLF_286_00135695","PGF_10352738",,1150,,"Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6892",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7311107.7311352.fwd","PATRIC","CDS",7311107,7311352,246,"+",,"PLF_286_00136685","PGF_06864891",,81,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6893",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7311616.7311855.fwd","PATRIC","CDS",7311616,7311855,240,"+",,"PLF_286_00438642","PGF_12676833",,79,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6894",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7312164.7312934.rev","PATRIC","CDS",7312164,7312934,771,"-",,"PLF_286_00001156","PGF_05318435",,256,,"Electron transfer flavoprotein, beta subunit",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6895",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7312945.7314168.rev","PATRIC","CDS",7312945,7314168,1224,"-",,"PLF_286_00001089","PGF_07072294",,407,,"Electron transfer flavoprotein, alpha subunit",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.6896",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.7314168.7316141.rev","PATRIC","CDS",7314168,7316141,1974,"-",,"PLF_286_00006032","PGF_00422992",,657,,"DgcB Dimethylglycine demethylase subunit B",
